fixture	sha256	bytes	rows	columns	schema	producer	consumers	classification
tvmerge_mp_ds1.dta	c48614c72eb8f15d7b2a69506ad322efb1c7129236477bc5c2662aabf14b653e	3221	4	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_mp_ds2.dta	3b96b3aecc477b2d1fc305b956453b2b9d1c2c7cadaf706d792b9988d2632f60	3221	4	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_neg_cont.dta	2dd60cf09866bdd9dce58da5d6e985831bf2af52e1a0438f50b394ff8ffdcd7b	3210	2	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|cum2:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_overlap_input.dta	440c9c1e4d214af6b2d838b6cab851e666fd6153d313ebd2863df8d645f83cc3	3184	2	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_reverse_ds1.dta	68a05ac914ba9b12037c72187792dfaa8b06790dbf2c75ab2e282f695a42f801	3197	2	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_single_day1.dta	2d97f1fab05f99cf37104cc9adf9f43cfdd9bcb8ba887a1731a00a49f6fe6e41	3136	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_single_day2.dta	445a87c2468719e37005d1413f384eba9ea77f23e138d71f0e3b1ba9d3b4b51e	3136	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_touch_ds1.dta	0285182b36c27ff2a57252d7a9f0f7cca3baa8882483620e3ec555005a832e31	3164	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_touch_ds2.dta	00102899699623dfb7eb260126fcd2c8806831bdec89ec6133e368d4a1b383f5	3166	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_zero_cont.dta	2ec07f3cada3fae8da1f602938dde2049331c3d61e4da7618924bca8e8e365fe	3178	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|cum1:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
val_ess.dta	1db16ad4c4e1773abab67eed1b8d478a095fbbd41a5e29235639aad0a327dd2b	2595	10	3	id:float:%9.0g|x:float:%9.0g|treatment:float:%9.0g	validation_tvweight.do	validation_tvweight.do	canonical
val_known_ps.dta	53bc3f94f07e8e4b8892489606699ebe35d23ddf7f35ac04321e5b949d67242c	4875	200	3	id:float:%9.0g|x:float:%9.0g|treatment:float:%9.0g	validation_tvweight.do	validation_tvweight.do	canonical
val_mlogit.dta	25de3ae843b3df90985456547b0f6f3dfa95d5be25ef2916f5e6dfee65f293b6	6075	300	3	id:float:%9.0g|x:float:%9.0g|treatment:float:%9.0g	validation_tvweight.do	validation_tvweight.do	canonical
val_perfect_sep.dta	533e4f946692273fd66aa1ab38318823bb2ba89998654bb9dac0fb834af00af9	3675	100	3	id:float:%9.0g|x:float:%9.0g|treatment:float:%9.0g	validation_tvweight.do	validation_tvweight.do	canonical
